step,tokens_seen,loss,lm_loss,kd_loss,transition_loss,lr,grad_norm,seconds,peak_gpu_gb
1,16384,7.824738919734955,3.1920177042484283,4.632721126079559,0.0,0.0006666666666666666,10.130035400390625,7.491,12.50868272781372
10,163840,7.069181329011917,2.8429616719484327,4.226219657063484,0.0,0.0009644883599083958,10.308368682861328,48.313,12.50875186920166
20,327680,7.63067067861557,3.1546728312969208,4.47599783539772,0.0,0.0008025871075968827,9.936651229858398,93.89,12.50875186920166
30,491520,7.7006463468074795,3.201410621404648,4.499235740303993,0.0,0.0005540595092119709,9.80590534210205,139.582,12.50875186920166
40,655360,7.62335974574089,3.152634844183922,4.470724883675575,0.0,0.0002900554492198677,8.732583999633789,185.274,12.50875186920166
50,819200,7.601909583806991,3.1870775759220122,4.414832019805909,0.0,8.615550092155477e-05,8.759926795959473,231.009,12.50875186920166
60,983040,7.619742059707642,3.1666077971458435,4.45313427746296,0.0,7.332930744380905e-07,9.12413215637207,276.831,12.50875186920166
