mean_nll_diff,ci95_low,ci95_high,frac_boot_favouring_poly,n_blocks,transition
0.0008422923274338245,0.00026971710030920804,0.001402591122314334,0.0028,100,poly2
1.0704993655963335e-06,-0.0001872470893431455,0.00019017371232621372,0.491,100,poly3
4.158973752055317e-05,-6.453847890952602e-05,0.00015020718274172395,0.2179,100,poly4
