step,tokens_seen,loss,lm_loss,kd_loss,transition_loss,lr,grad_norm,seconds,peak_gpu_gb
1,8192,3.2335841357707977,3.2335841357707977,,,0.001,8.627607345581055,21.014,nan
10,81920,2.8456960946321486,2.8456960946321486,,,7.937323358440934e-05,3.5671660900115967,210.586,nan
