step,tokens_seen,loss,lm_loss,kd_loss,transition_loss,lr,grad_norm,seconds,peak_gpu_gb
1,16384,3.1905586421489716,3.1905586421489716,,,0.006666666666666666,0.04346331208944321,6.34,10.970932960510254
10,163840,2.828754448890686,2.828754448890686,,,0.009644883599083958,0.02731952629983425,36.734,10.971002101898193
20,327680,3.1243395537137983,3.1243395537137983,,,0.008025871075968827,0.02235667034983635,70.639,10.971002101898193
30,491520,3.160954138636589,3.160954138636589,,,0.005540595092119709,0.02331792376935482,104.385,10.971002101898193
40,655360,3.1067111879587173,3.1067111879587173,,,0.002900554492198677,0.025280578061938286,138.127,10.971002101898193
50,819200,3.1382479459047317,3.1382479459047317,,,0.0008615550092155478,0.02217952348291874,171.877,10.971002101898193
60,983040,3.1177099704742433,3.1177099704742433,,,7.332930744380906e-06,0.020585428923368454,205.615,10.971002101898193
